@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute features-1 numeric
@attribute features-2 numeric
@attribute features-3 numeric
@attribute features-4 numeric
@attribute features-5 numeric
@attribute features-6 numeric
@attribute features-7 numeric
@attribute state {0,1,2,3,4}
@attribute intensity numeric

@data
5136,'2026/07/05 20:06:40:069',51,0.62119,0.64922,0.01353,0.003583,0.010993,0.797614,0.010729,1,0.2
5137,'2026/07/05 20:06:40:175',51,0.626461,0.669696,0.01353,0.001786,0.010993,0.797614,0.010729,1,0.2
5138,'2026/07/05 20:06:40:281',51,0.629529,0.689909,0.011577,0.001786,0.010993,0.797614,0.010729,1,0.2
5139,'2026/07/05 20:06:40:396',51,0.629529,0.70904,0.011577,-0.000025,0.009285,0.776852,0.010729,1,0.2
5140,'2026/07/05 20:06:40:506',51,0.629529,0.725669,0.009548,-0.000025,0.009285,0.776852,0.007351,1,0.2
5141,'2026/07/05 20:06:40:624',51,0.619081,0.74285,0.012324,-0.003887,0.009285,0.755354,0.007351,1,0.2
5142,'2026/07/05 20:06:40:726',51,0.610757,0.757009,0.010778,-0.003887,0.007372,0.734657,0.007351,1,0.2
5143,'2026/07/05 20:06:40:828',51,0.596853,0.768514,0.012436,-0.006883,0.005457,0.734657,0.007351,1,0.2
5144,'2026/07/05 20:06:40:906',51,0.582739,0.777824,0.012436,-0.006883,0.005457,0.709372,0.007351,1,0.2
5145,'2026/07/05 20:06:41:034',51,0.567472,0.781248,0.012436,-0.006883,0.003432,0.709372,0.007351,1,0.2
5146,'2026/07/05 20:06:41:138',51,0.550486,0.785553,0.012436,-0.008649,0.00161,0.686922,0.007351,1,0.2
5147,'2026/07/05 20:06:41:255',51,0.535198,0.785553,0.010638,-0.008649,0.00161,0.686922,0.007351,1,0.2
5148,'2026/07/05 20:06:41:363',51,0.520403,0.785553,0.010638,-0.00713,-0.002788,0.686922,0.007351,1,0.2
5149,'2026/07/05 20:06:41:474',51,0.506976,0.782433,0.010638,-0.00713,-0.002788,0.686922,0.007351,1,0.2
5150,'2026/07/05 20:06:41:586',51,0.495507,0.769814,0.010638,-0.005618,-0.006137,0.686922,0.007351,1,0.2
5151,'2026/07/05 20:06:41:696',51,0.486458,0.75654,0.010638,-0.005618,-0.006137,0.708444,0.007351,1,0.2
5152,'2026/07/05 20:06:41:803',51,0.482751,0.73994,0.013933,-0.003718,-0.009878,0.708444,0.007351,1,0.2
5153,'2026/07/05 20:06:41:912',51,0.477821,0.720359,0.013933,-0.002098,-0.009878,0.732867,0.007351,1,0.2
5154,'2026/07/05 20:06:42:019',51,0.473959,0.701545,0.01193,-0.002098,-0.009878,0.732867,0.007351,1,0.2
5155,'2026/07/05 20:06:42:126',51,0.473959,0.679828,0.013565,0.000291,-0.009878,0.752943,0.010657,1,0.2
5156,'2026/07/05 20:06:42:248',51,0.477429,0.658669,0.013565,0.001842,-0.009878,0.752943,0.010657,1,0.2
5157,'2026/07/05 20:06:42:364',51,0.485042,0.637972,0.013565,0.003519,-0.009878,0.776341,0.010657,1,0.2
5158,'2026/07/05 20:06:42:472',51,0.494814,0.620775,0.013565,0.005085,-0.008084,0.776341,0.010657,1,0.2
5159,'2026/07/05 20:06:42:567',51,0.505679,0.605141,0.013565,0.005085,-0.008084,0.776341,0.010657,1,0.2
5160,'2026/07/05 20:06:42:691',51,0.520975,0.592326,0.013565,0.007722,-0.005974,0.776341,0.010657,1,0.2
5161,'2026/07/05 20:06:42:799',51,0.536028,0.583159,0.013565,0.007722,-0.004,0.776341,0.010657,1,0.2
5162,'2026/07/05 20:06:42:904',51,0.554984,0.583159,0.013565,0.009684,-0.001742,0.776341,0.010657,1,0.2
5163,'2026/07/05 20:06:43:087',51,0.573429,0.583159,0.013565,0.009684,0.000509,0.796627,0.010657,1,0.2
5164,'2026/07/05 20:06:43:120',51,0.591157,0.583159,0.013565,0.009684,0.002758,0.796627,0.010657,1,0.2
5165,'2026/07/05 20:06:43:228',51,0.608344,0.588642,0.013565,0.009684,0.002758,0.796627,0.010657,1,0.2
5166,'2026/07/05 20:06:43:339',51,0.623463,0.598043,0.011605,0.007898,0.002758,0.796627,0.010657,1,0.2
5167,'2026/07/05 20:06:43:447',51,0.636952,0.609102,0.013237,0.007898,0.006851,0.796627,0.010657,1,0.2
5168,'2026/07/05 20:06:43:556',51,0.64788,0.622544,0.013237,0.005757,0.006851,0.796627,0.010657,1,0.2
5169,'2026/07/05 20:06:43:671',51,0.655127,0.640012,0.013237,0.004131,0.008894,0.796627,0.010657,1,0.2
5170,'2026/07/05 20:06:43:799',51,0.658783,0.657768,0.013237,0.002384,0.008894,0.775826,0.010657,1,0.2
5171,'2026/07/05 20:06:44:008',51,0.658783,0.678055,0.0148,-0.00076,0.010505,0.775826,0.010657,1,0.2
5172,'2026/07/05 20:06:44:012',51,0.654452,0.696515,0.013291,-0.002643,0.010505,0.775826,0.010657,1,0.2
5173,'2026/07/05 20:06:44:122',51,0.640771,0.713347,0.015077,-0.00539,0.008904,0.750476,0.010657,1,0.2
5174,'2026/07/05 20:06:49:098',52,0.792769,0.588403,0.001995,-0.001672,0.000747,0.773965,0.002254,1,0.2
5175,'2026/07/05 20:06:49:224',52,0.788159,0.588403,0.001995,-0.001672,-0.000849,0.773965,0.002254,1,0.2
5176,'2026/07/05 20:06:49:328',52,0.782906,0.588403,0.003515,-0.001672,-0.000849,0.773965,0.002254,1,0.2
5177,'2026/07/05 20:06:49:423',52,0.773815,0.579738,0.006146,-0.004542,-0.002676,0.75206,0.002254,1,0.2
5178,'2026/07/05 20:06:49:542',52,0.765301,0.571916,0.006146,-0.004542,-0.002676,0.75206,0.002254,1,0.2
5179,'2026/07/05 20:06:49:649',52,0.756416,0.560051,0.008498,-0.004542,-0.005928,0.75206,0.006341,1,0.2
5180,'2026/07/05 20:06:49:770',52,0.748656,0.547124,0.008498,-0.004542,-0.005928,0.75206,0.006341,1,0.2
5181,'2026/07/05 20:06:49:876',52,0.741843,0.53236,0.008498,-0.004542,-0.0077,0.75206,0.006341,1,0.2
5182,'2026/07/05 20:06:49:977',52,0.738839,0.51728,0.008498,-0.003007,-0.0077,0.75206,0.006341,1,0.2
5183,'2026/07/05 20:06:50:070',52,0.733718,0.503602,0.008498,-0.003007,-0.0077,0.774628,0.006341,1,0.2
5184,'2026/07/05 20:06:50:188',52,0.729817,0.489852,0.008498,-0.001199,-0.006073,0.774628,0.006341,1,0.2
5185,'2026/07/05 20:06:50:290',52,0.729817,0.476687,0.008498,-0.001199,-0.006073,0.774628,0.006341,1,0.2
5186,'2026/07/05 20:06:50:391',52,0.729817,0.463562,0.008498,-0.001199,-0.006073,0.774628,0.006341,1,0.2
5187,'2026/07/05 20:06:50:489',52,0.729817,0.450444,0.008498,0.0017,-0.006073,0.796618,0.006341,1,0.2
5188,'2026/07/05 20:06:50:599',52,0.736842,0.439102,0.008498,0.0017,-0.006073,0.796618,0.006341,1,0.2
5189,'2026/07/05 20:06:50:692',52,0.742827,0.429285,0.008498,0.0017,-0.006073,0.796618,0.006341,1,0.2
5190,'2026/07/05 20:06:50:803',52,0.752877,0.418959,0.008498,0.004943,-0.006073,0.818467,0.006341,1,0.2
5191,'2026/07/05 20:06:50:903',52,0.763146,0.410045,0.008498,0.004943,-0.004229,0.818467,0.006341,1,0.2
5192,'2026/07/05 20:06:51:024',52,0.775012,0.402881,0.008498,0.006679,-0.004229,0.818467,0.006341,1,0.2
5193,'2026/07/05 20:06:51:124',52,0.787612,0.398633,0.008498,0.006679,-0.002507,0.818467,0.006341,1,0.2
5194,'2026/07/05 20:06:51:235',52,0.800229,0.398633,0.010183,0.006679,0.001295,0.83853,0.006341,1,0.2
5195,'2026/07/05 20:06:51:336',52,0.812683,0.403114,0.010183,0.006679,0.001295,0.83853,0.006341,1,0.2
5196,'2026/07/05 20:06:51:455',52,0.823954,0.410225,0.010183,0.006679,0.003648,0.83853,0.006341,1,0.2
5197,'2026/07/05 20:06:51:572',52,0.834726,0.422775,0.010183,0.005115,0.006048,0.83853,0.009709,1,0.2
5198,'2026/07/05 20:06:51:683',52,0.843524,0.436065,0.010183,0.005115,0.006048,0.83853,0.009709,1,0.2
5199,'2026/07/05 20:06:51:796',52,0.850492,0.45221,0.012527,0.003171,0.009249,0.83853,0.009709,1,0.2
5200,'2026/07/05 20:06:51:888',52,0.855679,0.469918,0.012527,0.003171,0.009249,0.83853,0.009709,1,0.2
5201,'2026/07/05 20:06:51:992',52,0.859235,0.48799,0.010807,0.001464,0.009249,0.83853,0.009709,1,0.2
5202,'2026/07/05 20:06:52:083',52,0.859235,0.505934,0.010807,0.001464,0.009249,0.83853,0.009709,1,0.2
5203,'2026/07/05 20:06:52:196',52,0.859235,0.523485,0.010807,0.001464,0.009249,0.83853,0.009709,1,0.2
5204,'2026/07/05 20:06:52:303',52,0.859235,0.540521,0.010816,-0.001062,0.007745,0.816878,0.009709,1,0.2
5205,'2026/07/05 20:06:52:400',52,0.859235,0.557662,0.010816,-0.001062,0.007745,0.816878,0.009709,1,0.2
5206,'2026/07/05 20:06:52:503',52,0.85515,0.57271,0.008986,-0.001062,0.007745,0.816878,0.009709,1,0.2
5207,'2026/07/05 20:06:52:617',52,0.846791,0.587568,0.008986,-0.003823,0.007745,0.816878,0.009709,1,0.2
5208,'2026/07/05 20:06:52:728',52,0.838542,0.600942,0.008986,-0.003823,0.007745,0.793877,0.009709,1,0.2
5209,'2026/07/05 20:06:52:837',52,0.827735,0.611257,0.010623,-0.006476,0.005546,0.793877,0.009709,1,0.2
5210,'2026/07/05 20:06:52:948',52,0.814047,0.618169,0.010623,-0.006476,0.003796,0.773521,0.009709,1,0.2
5211,'2026/07/05 20:06:53:061',52,0.799553,0.622219,0.010623,-0.006476,0.001519,0.773521,0.009709,1,0.2
5212,'2026/07/05 20:06:53:164',52,0.785383,0.622219,0.010623,-0.006476,0.001519,0.75093,0.009709,1,0.2
5213,'2026/07/05 20:06:53:274',52,0.771933,0.622219,0.010623,-0.006476,0.000006,0.75093,0.009709,1,0.2
5214,'2026/07/05 20:06:53:389',52,0.757963,0.622219,0.01062,-0.006476,-0.002641,0.730659,0.006578,1,0.2
5215,'2026/07/05 20:06:53:497',52,0.743607,0.613016,0.01062,-0.006476,-0.002641,0.730659,0.006578,1,0.2
5216,'2026/07/05 20:06:53:628',52,0.729229,0.603439,0.01062,-0.006476,-0.005824,0.730659,0.006578,1,0.2
5217,'2026/07/05 20:06:53:731',52,0.715377,0.591163,0.01062,-0.006476,-0.005824,0.730659,0.006578,1,0.2
5218,'2026/07/05 20:06:53:832',52,0.703142,0.576087,0.01062,-0.006476,-0.007537,0.730659,0.006578,1,0.2
5219,'2026/07/05 20:06:53:942',52,0.693438,0.55827,0.012705,-0.004609,-0.007537,0.730659,0.006578,1,0.2
5220,'2026/07/05 20:06:54:145',52,0.685627,0.541341,0.011065,-0.004609,-0.007537,0.753555,0.006578,1,0.2
5221,'2026/07/05 20:06:54:167',52,0.682438,0.525295,0.011065,-0.002702,-0.007537,0.753555,0.006578,1,0.2
5222,'2026/07/05 20:06:54:260',52,0.678026,0.507269,0.011065,-0.001191,-0.009215,0.753555,0.006578,1,0.2
5223,'2026/07/05 20:06:54:375',52,0.678026,0.4897,0.011065,0.000677,-0.009215,0.774617,0.006578,1,0.2
5224,'2026/07/05 20:06:54:484',52,0.678026,0.472878,0.011065,0.000677,-0.009215,0.774617,0.006578,1,0.2
5225,'2026/07/05 20:06:54:583',52,0.681501,0.457027,0.011065,0.002667,-0.009215,0.774617,0.006578,1,0.2
5226,'2026/07/05 20:06:54:683',52,0.692872,0.440808,0.011065,0.004201,-0.009215,0.79637,0.006578,1,0.2
5227,'2026/07/05 20:06:54:800',52,0.702345,0.426214,0.011065,0.004201,-0.00752,0.79637,0.006578,1,0.2
5228,'2026/07/05 20:06:54:911',52,0.714644,0.413015,0.011065,0.007212,-0.00752,0.79637,0.009693,1,0.2
5229,'2026/07/05 20:06:55:019',52,0.729021,0.401859,0.011065,0.007212,-0.005867,0.819309,0.009693,1,0.2
5230,'2026/07/05 20:06:55:116',52,0.742907,0.393169,0.011065,0.007212,-0.004044,0.819309,0.009693,1,0.2
5231,'2026/07/05 20:06:55:211',52,0.75828,0.389966,0.011065,0.007212,-0.001912,0.819309,0.009693,1,0.2
5232,'2026/07/05 20:06:55:310',52,0.77217,0.389966,0.011065,0.007212,-0.000122,0.819309,0.009693,1,0.2
5233,'2026/07/05 20:06:55:420',52,0.785099,0.389966,0.009162,0.007212,-0.000122,0.819309,0.009693,1,0.2
5234,'2026/07/05 20:06:55:533',52,0.798154,0.397184,0.010933,0.007212,0.003106,0.819309,0.009693,1,0.2
5235,'2026/07/05 20:06:55:639',52,0.809593,0.404627,0.010933,0.005544,0.003106,0.819309,0.009693,1,0.2
5236,'2026/07/05 20:06:55:779',52,0.820046,0.415439,0.010933,0.005544,0.006548,0.819309,0.009693,1,0.2
5237,'2026/07/05 20:06:55:866',52,0.829685,0.428442,0.010933,0.005544,0.006548,0.819309,0.009693,1,0.2
5238,'2026/07/05 20:06:55:983',52,0.838358,0.442407,0.010933,0.005544,0.006548,0.819309,0.009693,1,0.2
5239,'2026/07/05 20:06:56:071',52,0.845711,0.457022,0.010933,0.003905,0.006548,0.819309,0.009693,1,0.2
5240,'2026/07/05 20:06:56:193',52,0.848753,0.471028,0.009257,0.003905,0.006548,0.819309,0.009693,1,0.2
5241,'2026/07/05 20:06:56:284',52,0.853486,0.485564,0.009257,0.002231,0.008086,0.819309,0.009693,1,0.2
5242,'2026/07/05 20:06:56:398',52,0.853486,0.502001,0.009257,0.000627,0.008086,0.819309,0.009693,1,0.2
5243,'2026/07/05 20:06:56:516',52,0.853486,0.520053,0.0117,-0.001568,0.009859,0.819309,0.009693,1,0.2
5244,'2026/07/05 20:06:56:627',52,0.849497,0.538784,0.0117,-0.001568,0.009859,0.796537,0.009693,1,0.2
5245,'2026/07/05 20:06:56:736',52,0.841688,0.556717,0.0117,-0.004927,0.009859,0.796537,0.009693,1,0.2
5246,'2026/07/05 20:06:56:846',52,0.83163,0.572881,0.0117,-0.004927,0.007786,0.770812,0.009693,1,0.2
5247,'2026/07/05 20:06:56:952',52,0.821126,0.586402,0.0117,-0.004927,0.007786,0.74828,0.009693,1,0.2
5248,'2026/07/05 20:06:57:062',52,0.807147,0.596076,0.0117,-0.006977,0.005215,0.74828,0.009693,1,0.2
5249,'2026/07/05 20:06:57:169',52,0.793756,0.602974,0.01016,-0.006977,0.003165,0.72645,0.009693,1,0.2
5250,'2026/07/05 20:06:57:278',52,0.779451,0.606434,0.01016,-0.006977,0.000892,0.72645,0.009693,1,0.2
5251,'2026/07/05 20:06:57:416',52,0.763699,0.606434,0.01016,-0.006977,0.000892,0.704584,0.009693,1,0.2
5252,'2026/07/05 20:06:57:520',52,0.747984,0.606434,0.011855,-0.008633,-0.002212,0.704584,0.009693,1,0.2
5253,'2026/07/05 20:06:57:614',52,0.731702,0.597914,0.011855,-0.008633,-0.002212,0.704584,0.009693,1,0.2
5254,'2026/07/05 20:06:57:720',52,0.716818,0.590985,0.011855,-0.008633,-0.002212,0.704584,0.009693,1,0.2
5255,'2026/07/05 20:06:57:842',52,0.702349,0.580304,0.011855,-0.006983,-0.005446,0.704584,0.009693,1,0.2
5256,'2026/07/05 20:06:57:931',52,0.690161,0.570015,0.0099,-0.006983,-0.005446,0.704584,0.009693,1,0.2
5257,'2026/07/05 20:06:58:049',52,0.679839,0.558048,0.0099,-0.005403,-0.005446,0.72965,0.009693,1,0.2
5258,'2026/07/05 20:06:58:163',52,0.671192,0.544259,0.0099,-0.005403,-0.007018,0.72965,0.009693,1,0.2
5259,'2026/07/05 20:06:58:263',52,0.664391,0.531775,0.0099,-0.003714,-0.007018,0.72965,0.006452,1,0.2
5260,'2026/07/05 20:06:58:380',52,0.659847,0.517504,0.0099,-0.002057,-0.007018,0.752259,0.006452,1,0.2
5261,'2026/07/05 20:06:58:475',52,0.656804,0.504048,0.0099,-0.002057,-0.007018,0.752259,0.006452,1,0.2
5262,'2026/07/05 20:06:58:588',52,0.656804,0.490037,0.008113,0.000285,-0.007018,0.752259,0.006452,1,0.2
5263,'2026/07/05 20:06:58:684',52,0.656804,0.47552,0.008113,0.000285,-0.007018,0.775488,0.006452,1,0.2
5264,'2026/07/05 20:06:58:781',52,0.661345,0.461834,0.008113,0.001799,-0.007018,0.775488,0.006452,1,0.2
5265,'2026/07/05 20:06:58:887',52,0.668425,0.448201,0.00972,0.003346,-0.007018,0.775488,0.006452,1,0.2
5266,'2026/07/05 20:06:58:998',52,0.676267,0.436041,0.00972,0.003346,-0.007018,0.775488,0.006452,1,0.2
5267,'2026/07/05 20:06:59:109',52,0.68642,0.424739,0.00972,0.006023,-0.005504,0.798097,0.006452,1,0.2
5268,'2026/07/05 20:06:59:271',52,0.698582,0.414972,0.00972,0.006023,-0.005504,0.798097,0.006452,1,0.2
5269,'2026/07/05 20:06:59:327',52,0.710448,0.406968,0.008128,0.006023,-0.003789,0.818101,0.006452,1,0.2
5270,'2026/07/05 20:06:59:435',52,0.724581,0.401942,0.009713,0.006023,-0.002154,0.818101,0.006452,1,0.2
5271,'2026/07/05 20:06:59:541',52,0.737508,0.401942,0.009713,0.006023,-0.002154,0.818101,0.006452,1,0.2
5272,'2026/07/05 20:06:59:783',52,0.750633,0.401942,0.009713,0.006023,0.000175,0.818101,0.006452,1,0.2
5273,'2026/07/05 20:06:59:783',52,0.762442,0.401942,0.008049,0.006023,0.000175,0.818101,0.006452,1,0.2
5274,'2026/07/05 20:06:59:875',52,0.773645,0.401942,0.008049,0.006023,0.000175,0.818101,0.006452,1,0.2
5275,'2026/07/05 20:06:59:964',52,0.786385,0.412878,0.010016,0.006023,0.003999,0.818101,0.006452,1,0.2
5276,'2026/07/05 20:07:00:086',52,0.796937,0.422393,0.010016,0.006023,0.003999,0.818101,0.006452,1,0.2
5277,'2026/07/05 20:07:00:193',52,0.80504,0.437323,0.011544,0.004327,0.007559,0.818101,0.00946,1,0.2
5278,'2026/07/05 20:07:00:305',52,0.808203,0.451973,0.011544,0.002768,0.007559,0.818101,0.00946,1,0.2
5279,'2026/07/05 20:07:00:411',52,0.813253,0.468274,0.011521,0.002768,0.009088,0.818101,0.00946,1,0.2
5280,'2026/07/05 20:07:00:506',52,0.816327,0.486154,0.011521,0.001057,0.009088,0.818101,0.00946,1,0.2
5281,'2026/07/05 20:07:00:611',52,0.816327,0.50372,0.009996,0.001057,0.009088,0.818101,0.00946,1,0.2
5282,'2026/07/05 20:07:00:729',52,0.816327,0.522232,0.011555,-0.000854,0.009088,0.797051,0.00946,1,0.2
5283,'2026/07/05 20:07:00:847',52,0.812909,0.538305,0.009921,-0.000854,0.009088,0.797051,0.00946,1,0.2
5284,'2026/07/05 20:07:00:964',52,0.808488,0.553339,0.009921,-0.002566,0.007048,0.797051,0.00946,1,0.2
5285,'2026/07/05 20:07:01:067',52,0.803388,0.567314,0.009921,-0.002566,0.007048,0.797051,0.00946,1,0.2
5286,'2026/07/05 20:07:01:180',52,0.796782,0.57956,0.007794,-0.004117,0.007048,0.775309,0.00608,1,0.2
5287,'2026/07/05 20:07:01:280',52,0.788606,0.589284,0.007794,-0.004117,0.005206,0.775309,0.00608,1,0.2
5288,'2026/07/05 20:07:01:392',52,0.779867,0.596834,0.007794,-0.004117,0.00359,0.755193,0.00608,1,0.2
5289,'2026/07/05 20:07:01:485',52,0.770511,0.600033,0.007794,-0.004117,0.00359,0.755193,0.00608,1,0.2
5290,'2026/07/05 20:07:01:595',52,0.760684,0.605263,0.007794,-0.004117,0.002041,0.733614,0.00608,1,0.2
5291,'2026/07/05 20:07:01:690',52,0.751548,0.609019,0.007794,-0.004117,0.002041,0.733614,0.00608,1,0.2
5292,'2026/07/05 20:07:01:800',52,0.741928,0.609019,0.006227,-0.004117,0.002041,0.733614,0.00608,1,0.2
5293,'2026/07/05 20:07:01:922',52,0.732864,0.609019,0.006227,-0.004117,-0.000088,0.7123,0.00608,1,0.2
5294,'2026/07/05 20:07:02:025',52,0.722371,0.609019,0.006227,-0.004117,-0.001706,0.7123,0.00608,1,0.2
5295,'2026/07/05 20:07:02:130',52,0.712392,0.605079,0.006227,-0.004117,-0.001706,0.7123,0.00608,1,0.2
5296,'2026/07/05 20:07:02:248',52,0.702349,0.595298,0.008708,-0.004117,-0.004654,0.7123,0.00608,1,0.2
5297,'2026/07/05 20:07:02:352',52,0.692681,0.585825,0.008708,-0.004117,-0.004654,0.7123,0.00608,1,0.2
5298,'2026/07/05 20:07:02:459',52,0.684257,0.574253,0.008708,-0.004117,-0.006743,0.7123,0.00608,1,0.2
5299,'2026/07/05 20:07:02:637',52,0.676792,0.559749,0.008708,-0.004117,-0.006743,0.7123,0.00608,1,0.2
5300,'2026/07/05 20:07:02:704',52,0.67365,0.543542,0.011074,-0.002058,-0.009142,0.73396,0.00608,1,0.2
5301,'2026/07/05 20:07:02:817',52,0.669993,0.525389,0.011074,-0.002058,-0.009142,0.73396,0.00608,1,0.2
5302,'2026/07/05 20:07:02:930',52,0.669993,0.508499,0.011074,-0.000411,-0.009142,0.73396,0.00608,1,0.2
5303,'2026/07/05 20:07:03:035',52,0.669993,0.490432,0.011074,0.001158,-0.009142,0.757116,0.00608,1,0.2
5304,'2026/07/05 20:07:03:153',52,0.674822,0.473775,0.011074,0.001158,-0.009142,0.757116,0.00608,1,0.2
5305,'2026/07/05 20:07:03:252',52,0.683222,0.456705,0.011074,0.003999,-0.009142,0.780008,0.00608,1,0.2
5306,'2026/07/05 20:07:03:361',52,0.692756,0.440981,0.011074,0.003999,-0.009142,0.780008,0.00608,1,0.2
5307,'2026/07/05 20:07:03:474',52,0.70381,0.426743,0.011074,0.006355,-0.006997,0.780008,0.009151,1,0.2
5308,'2026/07/05 20:07:03:585',52,0.716714,0.413993,0.011074,0.006355,-0.006997,0.802889,0.009151,1,0.2
5309,'2026/07/05 20:07:03:695',52,0.729221,0.40296,0.011074,0.006355,-0.005165,0.802889,0.009151,1,0.2
5310,'2026/07/05 20:07:03:796',52,0.74322,0.395305,0.011074,0.006355,-0.003345,0.802889,0.009151,1,0.2
5311,'2026/07/05 20:07:03:915',52,0.75608,0.39004,0.009442,0.006355,-0.003345,0.823516,0.009151,1,0.2
5312,'2026/07/05 20:07:04:003',52,0.770318,0.39004,0.009442,0.006355,-0.000712,0.823516,0.009151,1,0.2
5313,'2026/07/05 20:07:04:126',52,0.783502,0.39004,0.009442,0.006355,0.000842,0.823516,0.009151,1,0.2
5314,'2026/07/05 20:07:04:235',52,0.796086,0.39004,0.009442,0.006355,0.000842,0.823516,0.009151,1,0.2
5315,'2026/07/05 20:07:04:342',52,0.80857,0.401885,0.010977,0.006355,0.004362,0.823516,0.009151,1,0.2
5316,'2026/07/05 20:07:04:454',52,0.81904,0.41217,0.010977,0.006355,0.004362,0.823516,0.009151,1,0.2
5317,'2026/07/05 20:07:04:560',52,0.828066,0.428414,0.010977,0.004727,0.008036,0.823516,0.009151,1,0.2
5318,'2026/07/05 20:07:04:662',52,0.835336,0.44469,0.010977,0.004727,0.008036,0.823516,0.009151,1,0.2
5319,'2026/07/05 20:07:04:758',52,0.838358,0.461323,0.010977,0.003029,0.008036,0.823516,0.009151,1,0.2
5320,'2026/07/05 20:07:04:867',52,0.84236,0.482133,0.013002,0.001361,0.0105,0.823516,0.009151,1,0.2
5321,'2026/07/05 20:07:04:968',52,0.84236,0.501384,0.013002,-0.00021,0.0105,0.801587,0.009151,1,0.2
5322,'2026/07/05 20:07:13:975',53,0.519019,0.888466,0.013397,-0.007588,-0.006473,0.594192,0.008134,1,0.2
5323,'2026/07/05 20:07:14:073',53,0.502536,0.871081,0.013397,-0.007588,-0.008495,0.617046,0.008134,1,0.2
5324,'2026/07/05 20:07:14:188',53,0.488263,0.849787,0.016612,-0.007588,-0.012297,0.617046,0.008134,1,0.2
5325,'2026/07/05 20:07:14:294',53,0.476719,0.824949,0.016612,-0.006082,-0.012297,0.649408,0.008134,1,0.2
5326,'2026/07/05 20:07:14:416',53,0.46768,0.797625,0.016612,-0.003971,-0.014945,0.671434,0.012569,1,0.2
5327,'2026/07/05 20:07:14:523',53,0.460946,0.769578,0.016612,-0.003971,-0.014945,0.693431,0.012569,1,0.2
5328,'2026/07/05 20:07:14:629',53,0.456514,0.743809,0.014743,-0.001897,-0.013053,0.693431,0.012569,1,0.2
5329,'2026/07/05 20:07:14:740',53,0.456514,0.714411,0.017333,0.000229,-0.015013,0.722388,0.012569,1,0.2
5330,'2026/07/05 20:07:14:859',53,0.456514,0.68769,0.01504,0.000229,-0.012988,0.749892,0.012569,1,0.2
5331,'2026/07/05 20:07:14:954',53,0.464542,0.662265,0.01504,0.003395,-0.012988,0.749892,0.012569,1,0.2
5332,'2026/07/05 20:07:15:065',53,0.471928,0.63879,0.01504,0.003395,-0.011434,0.775065,0.012569,1,0.2
5333,'2026/07/05 20:07:15:177',53,0.481459,0.617623,0.013249,0.005594,-0.011434,0.775065,0.012569,1,0.2
5334,'2026/07/05 20:07:15:285',53,0.4921,0.598935,0.013249,0.005594,-0.009729,0.775065,0.012569,1,0.2
5335,'2026/07/05 20:07:15:402',53,0.502903,0.583189,0.011201,0.005594,-0.008207,0.795648,0.009321,1,0.2
5336,'2026/07/05 20:07:15:507',53,0.517802,0.568765,0.01286,0.007559,-0.008207,0.795648,0.009321,1,0.2
5337,'2026/07/05 20:07:15:615',53,0.532672,0.556482,0.011318,0.007559,-0.006429,0.795648,0.009321,1,0.2
5338,'2026/07/05 20:07:15:724',53,0.550339,0.547378,0.013421,0.010163,-0.003889,0.795648,0.009321,1,0.2
5339,'2026/07/05 20:07:15:851',53,0.569771,0.54409,0.013421,0.010163,-0.003889,0.815802,0.009321,1,0.2
5340,'2026/07/05 20:07:15:944',53,0.590283,0.539865,0.013421,0.010163,0.000731,0.815802,0.009321,1,0.2
5341,'2026/07/05 20:07:16:060',53,0.611257,0.543834,0.013421,0.010163,0.000731,0.815802,0.009321,1,0.2
5342,'2026/07/05 20:07:16:167',53,0.630385,0.549615,0.013421,0.010163,0.00257,0.815802,0.009321,1,0.2
5343,'2026/07/05 20:07:16:262',53,0.650516,0.563491,0.015862,0.010163,0.006732,0.815802,0.012829,1,0.2
5344,'2026/07/05 20:07:16:375',53,0.668516,0.578718,0.015862,0.008663,0.006732,0.815802,0.012829,1,0.2
5345,'2026/07/05 20:07:16:485',53,0.684029,0.601936,0.017674,0.008663,0.011441,0.815802,0.012829,1,0.2
5346,'2026/07/05 20:07:16:581',53,0.696461,0.625338,0.017674,0.00659,0.011441,0.815802,0.012829,1,0.2
5347,'2026/07/05 20:07:16:697',53,0.705854,0.6483,0.015741,0.005038,0.011441,0.794536,0.012829,1,0.2
5348,'2026/07/05 20:07:16:806',53,0.709959,0.676962,0.017901,0.002429,0.014287,0.794536,0.012829,1,0.2
5349,'2026/07/05 20:07:16:892',53,0.709959,0.704942,0.017901,0.000352,0.014287,0.794536,0.012829,1,0.2
5350,'2026/07/05 20:07:16:999',53,0.709959,0.731516,0.016332,0.000352,0.014287,0.7716,0.012829,1,0.2
5351,'2026/07/05 20:07:17:112',53,0.705269,0.758376,0.016332,-0.002477,0.014287,0.748298,0.012829,1,0.2
5352,'2026/07/05 20:07:17:225',53,0.699029,0.781035,0.014828,-0.002477,0.011781,0.748298,0.012829,1,0.2
5353,'2026/07/05 20:07:17:337',53,0.686795,0.800908,0.014828,-0.005967,0.009437,0.722601,0.012829,1,0.2
5354,'2026/07/05 20:07:17:447',53,0.673647,0.81752,0.014828,-0.005967,0.009437,0.696784,0.009755,1,0.2
