@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute features-1 numeric
@attribute features-2 numeric
@attribute features-3 numeric
@attribute features-4 numeric
@attribute features-5 numeric
@attribute features-6 numeric
@attribute features-7 numeric
@attribute state {0,1,2,3,4}
@attribute intensity numeric

@data
19553,'2026/07/05 21:18:42:885',157,0.449099,0.583676,0.015388,0.007338,-0.003807,1.734494,0.026563,4,1
19554,'2026/07/05 21:18:42:994',157,0.463874,0.575941,0.015388,0.007338,-0.003807,1.734494,0.026563,4,1
19555,'2026/07/05 21:18:43:109',157,0.482094,0.572632,0.017018,0.010786,0.000058,1.734494,0.029161,4,1
19556,'2026/07/05 21:18:43:224',157,0.502656,0.572632,0.017018,0.010786,0.000058,1.734494,0.029161,4,1
19557,'2026/07/05 21:18:43:332',157,0.525063,0.584231,0.017018,0.010786,0.004411,1.734494,0.029161,4,1
19558,'2026/07/05 21:18:46:702',158,0.59385,0.684518,0.020192,0.010867,0.01037,1.770277,0.038446,4,1
19559,'2026/07/05 21:18:46:800',158,0.611228,0.699035,0.020192,0.009296,0.00605,1.793952,0.034001,4,1
19560,'2026/07/05 21:18:46:916',158,0.622654,0.702614,0.021712,0.004516,-0.001268,1.793952,0.03825,4,1
19561,'2026/07/05 21:18:47:006',158,0.626237,0.692463,0.021712,0.002536,-0.003716,1.770609,0.03825,4,1
19562,'2026/07/05 21:18:47:116',158,0.630779,0.67899,0.021712,0.000527,-0.00757,1.770609,0.03825,4,1
19563,'2026/07/05 21:18:47:233',158,0.630779,0.662765,0.019936,-0.001185,-0.00757,1.748318,0.034702,4,1
19564,'2026/07/05 21:18:47:349',158,0.620551,0.644743,0.021538,-0.004051,-0.009276,1.748318,0.034702,4,1
19565,'2026/07/05 21:18:47:467',158,0.60194,0.627247,0.023216,-0.010246,-0.009276,1.725374,0.039031,4,1
19566,'2026/07/05 21:18:47:578',158,0.58112,0.612087,0.020905,-0.010246,-0.007196,1.725374,0.035849,4,1
19567,'2026/07/05 21:18:47:688',158,0.559044,0.601466,0.020905,-0.011791,-0.004609,1.725374,0.035849,4,1
19568,'2026/07/05 21:18:47:796',158,0.535856,0.594255,0.018707,-0.011791,-0.003076,1.725374,0.032213,4,1
19569,'2026/07/05 21:18:47:911',158,0.514384,0.590311,0.016737,-0.011791,-0.003076,1.725374,0.028818,4,1
19570,'2026/07/05 21:18:48:026',158,0.491282,0.597777,0.020279,-0.011791,0.003301,1.725374,0.034832,4,1
19571,'2026/07/05 21:18:48:139',158,0.469844,0.611522,0.020279,-0.011791,0.008743,1.725374,0.034832,4,1
19572,'2026/07/05 21:18:48:259',158,0.450132,0.627942,0.018511,-0.010291,0.008743,1.746048,0.034832,4,1
19573,'2026/07/05 21:18:48:362',158,0.433702,0.638883,0.01687,-0.008757,0.00457,1.746048,0.030324,4,1
19574,'2026/07/05 21:18:48:468',158,0.423312,0.638883,0.019007,-0.005752,-0.001057,1.746048,0.030324,4,1
19575,'2026/07/05 21:18:48:568',158,0.419886,0.633151,0.019007,-0.003437,-0.003151,1.746048,0.030324,4,1
19576,'2026/07/05 21:18:48:673',158,0.416144,0.625053,0.017364,-0.001317,-0.003151,1.746048,0.030324,4,1
19577,'2026/07/05 21:18:48:787',158,0.420375,0.613126,0.019666,0.004355,-0.007338,1.746048,0.034111,4,1
19578,'2026/07/05 21:18:48:901',158,0.429887,0.598927,0.017281,0.004355,-0.007338,1.746048,0.03001,4,1
19579,'2026/07/05 21:18:49:013',158,0.445036,0.584448,0.019181,0.007497,-0.007338,1.746048,0.033173,4,1
19580,'2026/07/05 21:18:49:123',158,0.461899,0.573364,0.017385,0.009082,-0.004944,1.746048,0.030016,4,1
19581,'2026/07/05 21:18:49:228',158,0.481413,0.569463,0.017385,0.010708,-0.001511,1.746048,0.030016,4,1
19582,'2026/07/05 21:18:49:344',158,0.502027,0.569463,0.017385,0.010708,0.000342,1.746048,0.030016,4,1
19583,'2026/07/05 21:18:49:441',158,0.521803,0.569463,0.017385,0.010708,0.002569,1.746048,0.030016,4,1
19584,'2026/07/05 21:18:49:554',158,0.546411,0.593253,0.023309,0.012427,0.011873,1.746048,0.040319,4,1
19585,'2026/07/05 21:18:49:664',158,0.56869,0.618554,0.023309,0.012427,0.011873,1.746048,0.040319,4,1
19586,'2026/07/05 21:18:49:774',158,0.589587,0.647895,0.023241,0.010756,0.013616,1.767367,0.041297,4,1
19587,'2026/07/05 21:18:49:886',158,0.607371,0.668334,0.020788,0.008505,0.009089,1.794141,0.037215,4,1
19588,'2026/07/05 21:18:50:003',158,0.620333,0.674398,0.020788,0.006843,0.002952,1.794141,0.037215,4,1
19589,'2026/07/05 21:18:50:094',158,0.627824,0.671335,0.024172,0.004162,-0.003923,1.794141,0.043241,4,1
19590,'2026/07/05 21:18:50:201',158,0.627824,0.656025,0.026874,-0.000247,-0.010128,1.794141,0.047044,4,1
19591,'2026/07/05 21:18:50:319',158,0.627824,0.632301,0.026874,-0.001908,-0.011997,1.768308,0.047044,4,1
19592,'2026/07/05 21:18:50:425',158,0.618269,0.610695,0.024582,-0.003948,-0.010441,1.747848,0.042708,4,1
19593,'2026/07/05 21:18:50:538',158,0.604373,0.591736,0.023016,-0.006508,-0.010441,1.747848,0.039679,4,1
19594,'2026/07/05 21:18:50:660',158,0.588513,0.576076,0.02074,-0.00807,-0.008311,1.747848,0.035719,4,1
19595,'2026/07/05 21:18:50:761',158,0.569598,0.569822,0.02074,-0.010675,-0.002605,1.747848,0.035719,4,1
19596,'2026/07/05 21:18:50:880',158,0.54784,0.5655,0.02074,-0.010675,-0.002605,1.747848,0.035719,4,1
19597,'2026/07/05 21:18:51:003',158,0.526075,0.5655,0.02188,-0.010675,0.003627,1.727398,0.035719,4,1
19598,'2026/07/05 21:18:51:112',158,0.502434,0.5789,0.02188,-0.010675,0.007384,1.727398,0.039587,4,1
19599,'2026/07/05 21:18:51:231',158,0.479734,0.599725,0.024718,-0.010675,0.011957,1.727398,0.042935,4,1
19600,'2026/07/05 21:18:51:324',158,0.459498,0.622465,0.021281,-0.010675,0.011957,1.748735,0.037048,4,1
19601,'2026/07/05 21:18:51:442',158,0.443127,0.639604,0.019153,-0.008626,0.007568,1.748735,0.033344,4,1
19602,'2026/07/05 21:18:51:546',158,0.439518,0.639604,0.02289,-0.00142,-0.001176,1.748735,0.039575,4,1
19603,'2026/07/05 21:18:51:664',158,0.439518,0.633358,0.02289,0.000918,-0.002851,1.726817,0.039575,4,1
19604,'2026/07/05 21:18:51:767',158,0.448379,0.620114,0.025263,0.004533,-0.006353,1.726817,0.042897,4,1
19605,'2026/07/05 21:18:51:886',158,0.461327,0.605802,0.023672,0.006166,-0.006353,1.726817,0.038663,4,1
19606,'2026/07/05 21:18:51:993',158,0.478598,0.592875,0.021634,0.008573,-0.006353,1.726817,0.038663,4,1
19607,'2026/07/05 21:18:52:091',158,0.500265,0.585223,0.021634,0.010858,-0.004189,1.726817,0.038663,4,1
19608,'2026/07/05 21:18:52:214',158,0.523378,0.585223,0.023672,0.012619,0.001998,1.726817,0.040162,4,1
19609,'2026/07/05 21:18:52:328',158,0.548759,0.595442,0.023672,0.012619,0.004768,1.726817,0.040162,4,1
19610,'2026/07/05 21:18:52:435',158,0.57194,0.610236,0.023672,0.012619,0.006792,1.726817,0.040162,4,1
19611,'2026/07/05 21:18:52:560',158,0.594529,0.634768,0.025508,0.010799,0.011817,1.726817,0.04403,4,1
19612,'2026/07/05 21:18:52:663',158,0.61394,0.658714,0.021828,0.010799,0.011817,1.726817,0.040517,4,1
19613,'2026/07/05 21:18:52:768',158,0.629597,0.673694,0.022559,0.008414,0.004651,1.756018,0.039222,4,1
19614,'2026/07/05 21:18:52:879',158,0.640831,0.677859,0.020187,0.005953,0.002083,1.756018,0.035161,4,1
19615,'2026/07/05 21:18:52:990',158,0.643959,0.66846,0.023824,0.003147,-0.005689,1.756018,0.041111,4,1
19616,'2026/07/05 21:18:53:084',158,0.64758,0.653234,0.023824,-0.000121,-0.008392,1.756018,0.041111,4,1
19617,'2026/07/05 21:18:53:183',158,0.644228,0.635818,0.021913,-0.002047,-0.008392,1.732488,0.037594,4,1
19618,'2026/07/05 21:18:53:297',158,0.634786,0.617386,0.021913,-0.004265,-0.008392,1.732488,0.037594,4,1
19619,'2026/07/05 21:18:53:408',158,0.622974,0.601185,0.019579,-0.006088,-0.008392,1.709203,0.033348,4,1
19620,'2026/07/05 21:18:53:513',158,0.609434,0.587637,0.017834,-0.006088,-0.006438,1.709203,0.033348,4,1
19621,'2026/07/05 21:18:53:631',158,0.589444,0.579681,0.019751,-0.009615,-0.004361,1.709203,0.033348,4,1
19622,'2026/07/05 21:18:53:743',158,0.57064,0.576438,0.017566,-0.009615,-0.002381,1.709203,0.030076,4,1
19623,'2026/07/05 21:18:53:852',158,0.548138,0.576438,0.019582,-0.01119,0.001242,1.709203,0.033535,4,1
19624,'2026/07/05 21:18:53:964',158,0.525225,0.584601,0.019582,-0.01119,0.003467,1.709203,0.033535,4,1
19625,'2026/07/05 21:18:54:080',158,0.502534,0.598454,0.019582,-0.01119,0.006825,1.729358,0.033535,4,1
19626,'2026/07/05 21:18:54:200',158,0.48308,0.612763,0.017132,-0.009329,0.006825,1.729358,0.029672,4,1
19627,'2026/07/05 21:18:54:298',158,0.467966,0.619689,0.017132,-0.006561,0.002615,1.729358,0.029672,4,1
19628,'2026/07/05 21:18:54:405',158,0.458461,0.623464,0.017132,-0.004122,0.000183,1.729358,0.029672,4,1
19629,'2026/07/05 21:18:54:522',158,0.455269,0.620239,0.017132,0.000204,-0.002469,1.729358,0.029672,4,1
19630,'2026/07/05 21:18:54:618',158,0.458714,0.613368,0.017132,0.00209,-0.002469,1.729358,0.029672,4,1
19631,'2026/07/05 21:18:54:736',158,0.466481,0.605433,0.017132,0.004598,-0.004106,1.729358,0.029672,4,1
19632,'2026/07/05 21:18:54:843',158,0.480435,0.6016,0.018694,0.00832,-0.002575,1.729358,0.029672,4,1
19633,'2026/07/05 21:18:54:956',158,0.498437,0.597007,0.018694,0.00832,-0.00104,1.729358,0.029672,4,1
19634,'2026/07/05 21:18:55:079',158,0.52451,0.607309,0.024749,0.012662,0.007444,1.729358,0.042498,4,1
19635,'2026/07/05 21:18:55:194',158,0.550043,0.625259,0.024749,0.012662,0.009575,1.729358,0.042498,4,1
19636,'2026/07/05 21:18:55:304',158,0.575097,0.65445,0.027017,0.012662,0.015374,1.754597,0.047503,4,1
19637,'2026/07/05 21:18:55:426',158,0.59778,0.684101,0.024539,0.011031,0.015374,1.777308,0.043608,4,1
19638,'2026/07/05 21:18:55:531',158,0.617373,0.703784,0.025765,0.009238,0.006436,1.777308,0.045994,4,1
19639,'2026/07/05 21:18:55:634',158,0.63211,0.707871,0.025765,0.006662,0.001853,1.777308,0.045994,4,1
19640,'2026/07/05 21:18:55:722',158,0.641867,0.707871,0.025937,0.003522,-0.004276,1.777308,0.045722,4,1
19641,'2026/07/05 21:18:55:839',158,0.641867,0.693359,0.025937,0.001785,-0.006247,1.777308,0.045722,4,1
19642,'2026/07/05 21:18:55:951',158,0.641867,0.67651,0.024316,-0.00092,-0.008358,1.755619,0.042451,4,1
19643,'2026/07/05 21:18:56:066',158,0.631564,0.658096,0.024316,-0.00463,-0.008358,1.755619,0.042451,4,1
19644,'2026/07/05 21:18:56:180',158,0.619359,0.641879,0.02265,-0.006314,-0.008358,1.755619,0.03932,4,1
19645,'2026/07/05 21:18:56:289',158,0.605167,0.627688,0.020478,-0.006314,-0.00678,1.734064,0.035479,4,1
19646,'2026/07/05 21:18:56:391',158,0.583099,0.617763,0.020478,-0.010459,-0.005095,1.734064,0.035479,4,1
19647,'2026/07/05 21:18:56:490',158,0.560724,0.610507,0.018961,-0.010459,-0.003436,1.734064,0.035479,4,1
19648,'2026/07/05 21:18:56:615',158,0.535504,0.610507,0.020959,-0.012657,-0.000646,1.734064,0.035479,4,1
19649,'2026/07/05 21:18:56:719',158,0.511651,0.613737,0.019204,-0.012657,0.002851,1.711074,0.035479,4,1
19650,'2026/07/05 21:18:56:824',158,0.489126,0.624143,0.019204,-0.012657,0.006766,1.711074,0.0356,4,1
19651,'2026/07/05 21:18:56:922',158,0.469421,0.637845,0.019204,-0.010351,0.006766,1.711074,0.031208,4,1
19652,'2026/07/05 21:18:57:022',158,0.453603,0.650095,0.015127,-0.008339,0.006766,1.732982,0.026125,4,1
19653,'2026/07/05 21:18:57:136',158,0.447029,0.65456,0.018904,-0.002973,-0.000993,1.732982,0.03256,4,1
19654,'2026/07/05 21:18:57:238',158,0.442261,0.647808,0.018904,-0.000901,-0.003372,1.732982,0.03256,4,1
19655,'2026/07/05 21:18:57:343',158,0.442261,0.639596,0.02015,0.003847,-0.005474,1.732982,0.034205,4,1
19656,'2026/07/05 21:18:57:450',158,0.45419,0.627165,0.02015,0.003847,-0.005474,1.732982,0.034205,4,1
19657,'2026/07/05 21:18:57:555',158,0.468279,0.615383,0.02015,0.006711,-0.005474,1.732982,0.034205,4,1
19658,'2026/07/05 21:18:57:682',158,0.487973,0.608539,0.02015,0.009736,-0.003586,1.732982,0.034205,4,1
19659,'2026/07/05 21:18:57:775',158,0.50834,0.608539,0.02015,0.009736,-0.001774,1.732982,0.034205,4,1
19660,'2026/07/05 21:18:57:882',158,0.528261,0.608539,0.018028,0.009736,0.000316,1.732982,0.030907,4,1
19661,'2026/07/05 21:18:57:991',158,0.553619,0.623938,0.023391,0.012861,0.007608,1.732982,0.040313,4,1
19662,'2026/07/05 21:18:58:099',158,0.575682,0.640357,0.020816,0.011255,0.007608,1.732982,0.035983,4,1
19663,'2026/07/05 21:18:58:210',158,0.597364,0.668155,0.024331,0.011255,0.013492,1.766794,0.043472,4,1
19664,'2026/07/05 21:18:58:315',158,0.616051,0.691624,0.021647,0.009379,0.010631,1.78872,0.038831,4,1
19665,'2026/07/05 21:18:58:425',158,0.630706,0.703154,0.022208,0.006471,0.003187,1.810302,0.039953,4,1
19666,'2026/07/05 21:18:58:531',158,0.640408,0.703154,0.022208,0.004371,0.000584,1.810302,0.039953,4,1
19667,'2026/07/05 21:18:58:645',158,0.643754,0.696666,0.020682,0.002521,-0.002477,1.789912,0.039953,4,1
19668,'2026/07/05 21:18:58:752',158,0.643754,0.676766,0.025302,-0.001983,-0.009496,1.766486,0.044251,4,1
19669,'2026/07/05 21:18:58:866',158,0.638698,0.657606,0.021385,-0.001983,-0.009496,1.766486,0.037222,4,1
19670,'2026/07/05 21:18:58:974',158,0.626923,0.639147,0.021385,-0.005266,-0.009496,1.743314,0.037222,4,1
19671,'2026/07/05 21:18:59:081',158,0.612839,0.623756,0.021385,-0.006862,-0.007195,1.743314,0.037222,4,1
19672,'2026/07/05 21:18:59:195',158,0.594617,0.61493,0.019771,-0.010117,-0.003138,1.743314,0.034134,4,1
19673,'2026/07/05 21:18:59:307',158,0.57376,0.611903,0.019771,-0.010117,-0.001101,1.743314,0.034134,4,1
19674,'2026/07/05 21:18:59:417',158,0.551405,0.615618,0.022055,-0.012048,0.003807,1.720202,0.037751,4,1
19675,'2026/07/05 21:18:59:515',158,0.526347,0.626052,0.022055,-0.012048,0.005553,1.720202,0.037751,4,1
19676,'2026/07/05 21:18:59:617',158,0.503878,0.638668,0.01955,-0.012048,0.005553,1.720202,0.033728,4,1
19677,'2026/07/05 21:18:59:738',158,0.483253,0.654189,0.017992,-0.00971,0.007988,1.744614,0.033728,4,1
19678,'2026/07/05 21:18:59:854',158,0.466314,0.667167,0.014988,-0.007995,0.006217,1.744614,0.028941,4,1
19679,'2026/07/05 21:18:59:962',158,0.452824,0.672322,0.014988,-0.006126,0.003003,1.744614,0.024279,4,1
19680,'2026/07/05 21:19:00:076',158,0.445437,0.672322,0.014988,-0.004031,-0.000324,1.766273,0.028529,4,1
19681,'2026/07/05 21:19:00:182',158,0.445437,0.665344,0.018462,0.000931,-0.005376,1.766273,0.031794,4,1
19682,'2026/07/05 21:19:00:296',158,0.449579,0.652346,0.018462,0.003727,-0.005376,1.743062,0.031794,4,1
19683,'2026/07/05 21:19:00:407',158,0.458709,0.63934,0.018462,0.003727,-0.005376,1.743062,0.031794,4,1
19684,'2026/07/05 21:19:00:506',158,0.473214,0.628461,0.018462,0.007181,-0.005376,1.743062,0.031794,4,1
19685,'2026/07/05 21:19:00:614',158,0.488633,0.621283,0.016819,0.007181,-0.00309,1.743062,0.02805,4,1
19686,'2026/07/05 21:19:00:716',158,0.504548,0.621283,0.016819,0.007181,-0.000923,1.743062,0.02805,4,1
19687,'2026/07/05 21:19:00:816',158,0.524785,0.626158,0.020584,0.010995,0.005867,1.743062,0.035694,4,1
19688,'2026/07/05 21:19:00:922',158,0.546433,0.640576,0.020584,0.010995,0.007833,1.743062,0.035694,4,1
19689,'2026/07/05 21:19:01:026',158,0.570144,0.666426,0.02417,0.010995,0.012469,1.764055,0.04276,4,1
19690,'2026/07/05 21:19:07:518',159,0.656767,0.468491,0.012881,0.006825,0.002031,1.733468,0.021067,4,1
19691,'2026/07/05 21:19:07:627',159,0.666577,0.468491,0.011163,0.005097,0.002031,1.7128,0.021067,4,1
19692,'2026/07/05 21:19:07:726',159,0.666577,0.468491,0.014173,-0.001782,-0.001925,1.7128,0.025611,4,1
19693,'2026/07/05 21:19:07:837',159,0.65802,0.462607,0.015898,-0.003354,-0.001925,1.7128,0.025611,4,1
19694,'2026/07/05 21:19:07:942',159,0.645356,0.457683,0.015898,-0.007218,0.000247,1.7128,0.028718,4,1
19695,'2026/07/05 21:19:08:034',159,0.627252,0.46449,0.019074,-0.009044,0.002676,1.7128,0.031994,4,1
19696,'2026/07/05 21:19:08:159',159,0.610124,0.474117,0.019074,-0.009044,0.004383,1.7128,0.031994,4,1
19697,'2026/07/05 21:19:08:272',159,0.595374,0.487186,0.019074,-0.00663,0.005172,1.7128,0.031994,4,1
19698,'2026/07/05 21:19:08:383',159,0.585216,0.490588,0.019074,-0.00458,0.001769,1.7128,0.031994,4,1
19699,'2026/07/05 21:19:08:617',159,0.603426,0.434797,0.001886,0.001835,0,1.783033,0.003292,4,1
19700,'2026/07/05 21:19:08:738',159,0.612123,0.434797,0.00406,0.003998,0,1.783033,0.006971,4,1
19701,'2026/07/05 21:19:08:841',159,0.629718,0.43813,0.010644,0.00811,0.003285,1.751682,0.017778,4,1
19702,'2026/07/05 21:19:08:947',159,0.650836,0.448222,0.013651,0.00992,0.0062,1.729125,0.022765,4,1
19703,'2026/07/05 21:19:09:061',159,0.668931,0.456608,0.013651,0.008233,0.003484,1.729125,0.022765,4,1
19704,'2026/07/05 21:19:09:174',159,0.679318,0.456608,0.013651,0.004305,0.000663,1.729125,0.022765,4,1
19705,'2026/07/05 21:19:09:283',159,0.679318,0.446658,0.017821,-0.000871,-0.004204,1.702246,0.029544,4,1
19706,'2026/07/05 21:19:09:382',159,0.674255,0.434317,0.017821,-0.003128,-0.006099,1.702246,0.029544,4,1
19707,'2026/07/05 21:19:09:490',159,0.662722,0.424013,0.019768,-0.007454,-0.004223,1.702246,0.033066,4,1
19708,'2026/07/05 21:19:09:601',159,0.644357,0.424013,0.019809,-0.009397,-0.001332,1.702246,0.033066,4,1
19709,'2026/07/05 21:19:09:712',159,0.625626,0.427756,0.023409,-0.009397,0.005905,1.702246,0.039427,4,1
19710,'2026/07/05 21:19:09:826',159,0.605192,0.445406,0.023409,-0.009397,0.008664,1.723116,0.039427,4,1
19711,'2026/07/05 21:19:09:930',159,0.588836,0.458456,0.021356,-0.007408,0.005138,1.723116,0.036423,4,1
19712,'2026/07/05 21:19:10:045',159,0.584474,0.458456,0.024054,-0.002373,-0.00268,1.723116,0.040593,4,1
19713,'2026/07/05 21:19:10:160',159,0.584474,0.445502,0.026058,0.002036,-0.004901,1.723116,0.043858,4,1
19714,'2026/07/05 21:19:10:275',159,0.601581,0.435253,0.02878,0.010048,-0.004901,1.699803,0.048205,4,1
19715,'2026/07/05 21:19:10:376',159,0.622343,0.431854,0.02878,0.010048,-0.000763,1.699803,0.048205,4,1
19716,'2026/07/05 21:19:10:491',159,0.641978,0.435094,0.027302,0.010048,0.003929,1.699803,0.045624,4,1
19717,'2026/07/05 21:19:10:592',159,0.661085,0.44387,0.023268,0.010048,0.003929,1.699803,0.038896,4,1
19718,'2026/07/05 21:19:10:708',159,0.675797,0.446932,0.021692,0.00793,0.002053,1.699803,0.033977,4,1
19719,'2026/07/05 21:19:10:816',159,0.679183,0.446932,0.021692,0.001611,-0.001467,1.678995,0.037575,4,1
19720,'2026/07/05 21:19:10:920',159,0.679183,0.439112,0.021692,-0.000882,-0.003039,1.678995,0.033952,4,1
19721,'2026/07/05 21:19:11:024',159,0.669899,0.434385,0.021692,-0.005998,-0.003039,1.678995,0.033952,4,1
19722,'2026/07/05 21:19:11:114',159,0.654038,0.43756,0.023193,-0.007574,0.001031,1.678995,0.038883,4,1
19723,'2026/07/05 21:19:11:236',159,0.637978,0.444272,0.020218,-0.007574,0.003609,1.678995,0.034103,4,1
19724,'2026/07/05 21:19:11:344',159,0.620538,0.46208,0.023525,-0.009142,0.009725,1.708697,0.039757,4,1
19725,'2026/07/05 21:19:11:455',159,0.604357,0.479339,0.021044,-0.007557,0.007783,1.708697,0.035979,4,1
19726,'2026/07/05 21:19:11:566',159,0.598042,0.485186,0.024371,-0.002207,0.000136,1.728783,0.040891,4,1
19727,'2026/07/05 21:19:11:677',159,0.594643,0.479624,0.024371,0.001067,-0.003901,1.706585,0.040891,4,1
19728,'2026/07/05 21:19:11:793',159,0.608979,0.469399,0.027473,0.007428,-0.003901,1.706585,0.045581,4,1
19729,'2026/07/05 21:19:11:914',159,0.626524,0.46516,0.025641,0.009442,-0.001652,1.684912,0.042517,4,1
19730,'2026/07/05 21:19:12:017',159,0.646053,0.468361,0.027608,0.009442,0.004578,1.684912,0.045976,4,1
19731,'2026/07/05 21:19:12:124',159,0.665044,0.479676,0.024034,0.009442,0.004578,1.684912,0.040059,4,1
19732,'2026/07/05 21:19:12:238',159,0.678082,0.484362,0.024138,0.005117,0.000081,1.684912,0.040046,4,1
19733,'2026/07/05 21:19:12:340',159,0.681221,0.476789,0.024138,0.002273,-0.003037,1.684912,0.040046,4,1
19734,'2026/07/05 21:19:12:451',159,0.681221,0.467961,0.022152,0.000726,-0.00466,1.684912,0.036766,4,1
19735,'2026/07/05 21:19:12:566',159,0.674401,0.458457,0.022152,-0.005168,-0.00466,1.684912,0.036766,4,1
19736,'2026/07/05 21:19:12:684',159,0.659769,0.455201,0.022152,-0.006919,-0.001802,1.684912,0.036766,4,1
19737,'2026/07/05 21:19:12:787',159,0.64144,0.462293,0.027088,-0.008943,0.006807,1.684912,0.045651,4,1
19738,'2026/07/05 21:19:12:898',159,0.620923,0.482188,0.027088,-0.008943,0.009521,1.684912,0.045651,4,1
19739,'2026/07/05 21:19:12:997',159,0.604733,0.495981,0.02795,-0.006693,0.003987,1.713793,0.045651,4,1
19740,'2026/07/05 21:19:13:113',159,0.600887,0.495981,0.02795,-0.001647,-0.002427,1.713793,0.049733,4,1
19741,'2026/07/05 21:19:13:226',159,0.600887,0.48725,0.025796,0.000211,-0.002427,1.713793,0.043568,4,1
19742,'2026/07/05 21:19:13:333',159,0.612664,0.479395,0.028765,0.007523,-0.004191,1.690057,0.048052,4,1
19743,'2026/07/05 21:19:13:434',159,0.629928,0.475042,0.026086,0.007523,-0.0016,1.690057,0.043468,4,1
19744,'2026/07/05 21:19:13:553',159,0.649288,0.479054,0.026086,0.009077,0.004153,1.690057,0.043468,4,1
19745,'2026/07/05 21:19:13:661',159,0.667189,0.487337,0.022954,0.009077,0.004153,1.690057,0.038275,4,1
19746,'2026/07/05 21:19:13:765',159,0.677702,0.487337,0.022954,0.00352,-0.001383,1.669201,0.038275,4,1
19747,'2026/07/05 21:19:13:885',159,0.677702,0.482317,0.022954,-0.001039,-0.003337,1.669201,0.038275,4,1
19748,'2026/07/05 21:19:14:001',159,0.672016,0.479047,0.022954,-0.002685,-0.003337,1.669201,0.038275,4,1
19749,'2026/07/05 21:19:14:104',159,0.657839,0.475164,0.022954,-0.006548,-0.001149,1.669201,0.038275,4,1
19750,'2026/07/05 21:19:14:220',159,0.640765,0.475164,0.022954,-0.008362,0.0009,1.689587,0.038275,4,1
19751,'2026/07/05 21:19:14:328',159,0.623396,0.486564,0.022954,-0.008362,0.005146,1.710928,0.038275,4,1
19752,'2026/07/05 21:19:14:434',159,0.605777,0.501803,0.022954,-0.008362,0.008305,1.710928,0.038275,4,1
19753,'2026/07/05 21:19:14:557',159,0.598633,0.50679,0.024683,-0.00276,0.000162,1.710928,0.042076,4,1
19754,'2026/07/05 21:19:14:660',159,0.594751,0.500583,0.024683,0.000724,-0.002696,1.710928,0.042076,4,1
19755,'2026/07/05 21:19:14:781',159,0.607474,0.490711,0.027994,0.00798,-0.004965,1.710928,0.047091,4,1
19756,'2026/07/05 21:19:14:885',159,0.626693,0.482725,0.026101,0.009862,-0.004965,1.690597,0.043813,4,1
19757,'2026/07/05 21:19:14:994',159,0.647221,0.479274,0.024119,0.009862,-0.002331,1.690597,0.040456,4,1
19758,'2026/07/05 21:19:15:098',159,0.667999,0.482801,0.024119,0.009862,0.003355,1.690597,0.040456,4,1
19759,'2026/07/05 21:19:15:205',159,0.685723,0.487237,0.020527,0.009862,0.003355,1.690597,0.034372,4,1
19760,'2026/07/05 21:19:15:324',159,0.696614,0.487237,0.020527,0.003845,-0.002492,1.690597,0.034372,4,1
19761,'2026/07/05 21:19:15:432',159,0.696614,0.479085,0.020527,0.001819,-0.002492,1.690597,0.034372,4,1
19762,'2026/07/05 21:19:15:540',159,0.696614,0.475999,0.020527,-0.003505,-0.002492,1.690597,0.034372,4,1
19763,'2026/07/05 21:19:15:650',159,0.678376,0.475999,0.022894,-0.008692,-0.000335,1.690597,0.038156,4,1
19764,'2026/07/05 21:19:15:759',159,0.659239,0.475999,0.022894,-0.008692,0.002096,1.690597,0.038156,4,1
19765,'2026/07/05 21:19:15:869',159,0.637996,0.494713,0.024539,-0.0111,0.008998,1.690597,0.041273,4,1
19766,'2026/07/05 21:19:15:982',159,0.61842,0.509596,0.021967,-0.009217,0.006604,1.713062,0.037292,4,1
19767,'2026/07/05 21:19:16:098',159,0.607158,0.509596,0.023731,-0.006298,0.000229,1.713062,0.037292,4,1
19768,'2026/07/05 21:19:16:213',159,0.603976,0.509596,0.023731,-0.001291,-0.001614,1.713062,0.037292,4,1
19769,'2026/07/05 21:19:16:317',159,0.603976,0.499926,0.023731,0.002295,-0.003795,1.713062,0.037292,4,1
19770,'2026/07/05 21:19:16:404',159,0.622413,0.491781,0.025888,0.009397,-0.003795,1.713062,0.043448,4,1
19771,'2026/07/05 21:19:16:522',159,0.642192,0.487456,0.023835,0.009397,-0.001529,1.692136,0.039894,4,1
19772,'2026/07/05 21:19:16:625',159,0.666527,0.494997,0.027331,0.012324,0.003448,1.692136,0.045697,4,1
19773,'2026/07/05 21:19:16:739',159,0.686932,0.498832,0.023354,0.010811,0.003448,1.692136,0.039071,4,1
19774,'2026/07/05 21:19:16:844',159,0.699467,0.502782,0.020683,0.004669,-0.000881,1.692136,0.034624,4,1
19775,'2026/07/05 21:19:16:949',159,0.703133,0.499435,0.020683,0.001035,-0.002442,1.692136,0.034624,4,1
19776,'2026/07/05 21:19:17:063',159,0.703133,0.49055,0.020683,-0.001713,-0.002442,1.692136,0.034624,4,1
19777,'2026/07/05 21:19:17:171',159,0.691432,0.487039,0.020683,-0.006636,-0.000725,1.692136,0.034624,4,1
19778,'2026/07/05 21:19:17:278',159,0.673144,0.490549,0.02311,-0.008934,0.001268,1.692136,0.039154,4,1
